读者ID,ISBN,品类,年龄区间,性别,单次购买力区间,复购,购买日期
R13317,9787824896383,社科,26-35,男,50-100,0,2025-08-01
R42214,9787824896383,社科,18-25,男,50-100,0,2025-08-01
R31115,9787824896383,社科,36-45,男,50-100,1,2025-08-01
R17433,9787824896383,社科,36-45,男,50-100,1,2025-08-01
R52160,9788713315098,社科,18-25,女,50-100,0,2025-08-01
R23604,9788713315098,社科,26-35,男,50-100,0,2025-08-01
R84311,9780310518347,社科,36-45,男,20-50,1,2025-08-01
R92350,9780310518347,社科,36-45,男,20-50,1,2025-08-01
R12594,9780310518347,社科,36-45,女,20-50,0,2025-08-01
R84906,9780310518347,社科,26-35,女,20-50,0,2025-08-01
R99506,9787631165667,社科,36-45,男,50-100,0,2025-08-01
R93453,9787631165667,社科,36-45,女,50-100,0,2025-08-01
R39339,9786513338726,社科,55+,女,20-50,1,2025-08-01
R32852,9786513338726,社科,26-35,男,20-50,0,2025-08-01
R43713,9786513338726,社科,26-35,男,20-50,0,2025-08-01
R28872,9781781080132,社科,26-35,女,50-100,1,2025-08-01
R80975,9781781080132,社科,26-35,男,50-100,0,2025-08-01
R26387,9781781080132,社科,26-35,女,50-100,0,2025-08-01
R70369,9786026064746,社科,36-45,女,50-100,0,2025-08-01
R60913,9786026064746,社科,26-35,女,50-100,0,2025-08-01
R97211,9786026064746,社科,18-25,女,50-100,0,2025-08-01
R36989,9786026064746,社科,36-45,男,50-100,0,2025-08-01
R57633,9784309805009,社科,36-45,女,50-100,0,2025-08-01
R63504,9784309805009,社科,18-25,女,50-100,0,2025-08-01
R61488,9784309805009,社科,26-35,男,50-100,1,2025-08-01
R95490,9784309805009,社科,26-35,男,50-100,0,2025-08-01
R91735,9784309805009,社科,26-35,女,50-100,0,2025-08-01
R96461,9788121913619,科技,46-55,男,50-100,0,2025-08-01
R33634,9788121913619,科技,36-45,男,50-100,0,2025-08-01
R45824,9789985435346,科技,26-35,男,50-100,0,2025-08-01
R30428,9789985435346,科技,36-45,男,50-100,0,2025-08-01
R71417,9781079911838,科技,18-25,女,50-100,1,2025-08-01
R73790,9781079911838,科技,18-25,男,50-100,1,2025-08-01
R90258,9781079911838,科技,26-35,女,50-100,0,2025-08-01
R21239,9783542784980,科技,18-25,男,50-100,1,2025-08-01
R51064,9782411824493,科技,26-35,女,50-100,0,2025-08-01
R18653,9787401640052,科技,26-35,男,50-100,0,2025-08-01
R86473,9787401640052,科技,26-35,女,50-100,0,2025-08-01
R54383,9787401640052,科技,36-45,女,50-100,0,2025-08-01
R29925,9787868011280,科技,18-25,男,50-100,1,2025-08-01
R91040,9787868011280,科技,18-25,男,50-100,0,2025-08-01
R42688,9780450533158,科技,36-45,男,50-100,0,2025-08-01
R29221,9780450533158,科技,26-35,男,50-100,0,2025-08-01
R15161,9780450533158,科技,36-45,男,50-100,1,2025-08-01
R86831,9783226025634,科技,26-35,男,50-100,0,2025-08-01
R68632,9780733754330,科技,26-35,男,50-100,0,2025-08-01
R98049,9780733754330,科技,18-25,男,50-100,0,2025-08-01
R33230,9781458685014,少儿,26-35,男,20-50,1,2025-08-01
R97674,9789655698169,少儿,26-35,女,20-50,1,2025-08-01
R56492,9788835615951,少儿,36-45,女,20-50,0,2025-08-01
R64753,9786564823662,少儿,26-35,男,20-50,0,2025-08-01
R43123,9786564823662,少儿,26-35,男,20-50,1,2025-08-01
R78214,9786564823662,少儿,36-45,女,20-50,0,2025-08-01
R51755,9786564823662,少儿,18-25,女,20-50,0,2025-08-01
R41300,9786564823662,少儿,36-45,女,20-50,0,2025-08-01
R96074,9780443699577,少儿,26-35,女,20-50,0,2025-08-01
R82256,9780443699577,少儿,36-45,男,20-50,1,2025-08-01
R91811,9780443699577,少儿,26-35,女,20-50,1,2025-08-01
R59809,9782148951343,少儿,26-35,女,50-100,0,2025-08-01
R45426,9782148951343,少儿,36-45,女,50-100,0,2025-08-01
R77185,9782148951343,少儿,26-35,女,50-100,0,2025-08-01
R63371,9782148951343,少儿,26-35,女,50-100,0,2025-08-01
R35284,9783791769367,少儿,26-35,女,20-50,0,2025-08-01
R68965,9783791769367,少儿,26-35,女,20-50,0,2025-08-01
R97323,9783791769367,少儿,36-45,男,20-50,0,2025-08-01
R24879,9783791769367,少儿,26-35,女,20-50,1,2025-08-01
R24031,9783791769367,少儿,46-55,女,20-50,1,2025-08-01
R21453,9781632870831,少儿,26-35,男,20-50,0,2025-08-01
R11762,9781632870831,少儿,26-35,女,20-50,0,2025-08-01
R92706,9787986872774,少儿,26-35,女,50-100,0,2025-08-01
R23871,9787986872774,少儿,26-35,男,50-100,0,2025-08-01
R28181,9787986872774,少儿,36-45,女,50-100,1,2025-08-01
R20637,9787986872774,少儿,36-45,男,50-100,1,2025-08-01
R37553,9783471434558,少儿,55+,男,20-50,1,2025-08-01
R51996,9783471434558,少儿,55+,男,20-50,0,2025-08-01
R89358,9782316658760,教辅,18-25,女,20-50,0,2025-08-01
R98625,9782316658760,教辅,46-55,男,20-50,0,2025-08-01
R68001,9782316658760,教辅,26-35,男,20-50,1,2025-08-01
R33049,9782316658760,教辅,18-25,男,20-50,0,2025-08-01
R34667,9789096705466,教辅,18-25,女,50-100,1,2025-08-01
R48891,9784670656272,教辅,18-25,男,50-100,0,2025-08-01
R47408,9784670656272,教辅,26-35,男,50-100,1,2025-08-01
R55188,9784670656272,教辅,55+,男,50-100,0,2025-08-01
R95831,9784670656272,教辅,36-45,女,50-100,0,2025-08-01
R46890,9784670656272,教辅,18-25,女,50-100,0,2025-08-01
R91244,9789016272046,教辅,26-35,女,20-50,0,2025-08-01
R51733,9786464170805,教辅,26-35,女,20-50,0,2025-08-01
R98892,9780330923271,教辅,36-45,男,50-100,0,2025-08-01
R51820,9780330923271,教辅,26-35,男,50-100,0,2025-08-01
R72973,9780330923271,教辅,55+,女,50-100,1,2025-08-01
R74105,9780330923271,教辅,18-25,男,50-100,1,2025-08-01
R34941,9780330923271,教辅,26-35,男,50-100,1,2025-08-01
R52515,9784529912419,教辅,26-35,男,20-50,0,2025-08-01
R62853,9784529912419,教辅,26-35,男,20-50,0,2025-08-01
R69267,9784529912419,教辅,18-25,女,20-50,1,2025-08-01
R60536,9784529912419,教辅,26-35,男,20-50,0,2025-08-01
R92862,9783193149190,教辅,26-35,男,20-50,1,2025-08-01
R66935,9783193149190,教辅,18-25,男,20-50,0,2025-08-01
R32646,9783193149190,教辅,36-45,女,20-50,1,2025-08-01
R38441,9783193149190,教辅,36-45,女,20-50,1,2025-08-01
R12841,9788506716572,教辅,26-35,男,50-100,0,2025-08-01
R82001,9788506716572,教辅,18-25,女,50-100,1,2025-08-01
R73876,9786945314737,教辅,26-35,男,50-100,0,2025-08-01
R23895,9786945314737,教辅,26-35,女,50-100,1,2025-08-01
R40821,9781043321819,文学,46-55,男,50-100,0,2025-08-01
R38364,9781043321819,文学,36-45,女,50-100,0,2025-08-01
R92635,9783890838637,文学,26-35,女,50-100,0,2025-08-01
R90167,9783890838637,文学,36-45,女,50-100,1,2025-08-01
R46948,9783890838637,文学,18-25,男,50-100,0,2025-08-01
R18273,9786542351161,文学,55+,女,50-100,1,2025-08-01
R42258,9786542351161,文学,36-45,女,50-100,1,2025-08-01
R40597,9786542351161,文学,18-25,女,50-100,0,2025-08-01
R93082,9786542351161,文学,36-45,男,50-100,0,2025-08-01
R53392,9780781618495,文学,26-35,女,50-100,0,2025-08-01
R52183,9780781618495,文学,18-25,女,50-100,0,2025-08-01
R40005,9780781618495,文学,26-35,女,50-100,0,2025-08-01
R42649,9780781618495,文学,55+,女,50-100,0,2025-08-01
R12542,9780781618495,文学,26-35,女,50-100,0,2025-08-01
R52159,9783413164752,文学,26-35,男,50-100,1,2025-08-01
R88983,9783413164752,文学,55+,女,50-100,0,2025-08-01
R44866,9783413164752,文学,36-45,女,50-100,1,2025-08-01
R35320,9783413164752,文学,18-25,男,50-100,0,2025-08-01
R28754,9783413164752,文学,36-45,女,50-100,0,2025-08-01
R52888,9781928327648,文学,46-55,男,20-50,0,2025-08-01
R73530,9780564139537,文学,26-35,男,50-100,0,2025-08-01
R80295,9780564139537,文学,26-35,男,50-100,1,2025-08-01
R34667,9780564139537,文学,55+,男,50-100,0,2025-08-01
R35551,9782388496965,文学,55+,女,20-50,0,2025-08-01
R11430,9780122691669,文学,55+,女,50-100,0,2025-08-01
R48810,9780122691669,文学,18-25,女,50-100,1,2025-08-01
R65236,9780122691669,文学,46-55,男,50-100,1,2025-08-01
R29348,9780122691669,文学,18-25,女,50-100,0,2025-08-01
R24122,9781845146270,文学,55+,女,50-100,0,2025-08-01
R35923,9781845146270,文学,26-35,男,50-100,0,2025-08-01
R31351,9781845146270,文学,18-25,女,50-100,0,2025-08-01
R82427,9781489325288,社科,18-25,女,50-100,0,2025-08-01
R59155,9781489325288,社科,26-35,女,50-100,0,2025-08-01
R94715,9781489325288,社科,18-25,女,50-100,0,2025-08-01
R84136,9781543039117,社科,36-45,男,50-100,0,2025-08-01
R77070,9781543039117,社科,36-45,男,50-100,1,2025-08-01
R27284,9781543039117,社科,36-45,男,50-100,0,2025-08-01
R31414,9787824896383,社科,36-45,男,50-100,0,2025-08-01
R57227,9787824896383,社科,18-25,男,50-100,0,2025-08-01
R64085,9787824896383,社科,26-35,女,50-100,0,2025-08-01
R62502,9787824896383,社科,46-55,女,50-100,0,2025-08-01
R94124,9787824896383,社科,26-35,女,50-100,0,2025-08-01
R30848,9788713315098,社科,18-25,男,50-100,1,2025-08-01
R44177,9788713315098,社科,36-45,女,50-100,0,2025-08-01
R99590,9788713315098,社科,26-35,男,50-100,0,2025-08-01
R39559,9788713315098,社科,36-45,男,50-100,0,2025-08-01
R75612,9780310518347,社科,26-35,男,50-100,0,2025-08-01
R93142,9780310518347,社科,26-35,男,50-100,0,2025-08-01
R82093,9787631165667,社科,46-55,女,50-100,1,2025-08-01
R14719,9787631165667,社科,36-45,男,50-100,0,2025-08-01
R10937,9787631165667,社科,46-55,男,50-100,0,2025-08-01
R58249,9787631165667,社科,36-45,男,50-100,0,2025-08-01
R10963,9786513338726,社科,46-55,男,50-100,0,2025-08-01
R46885,9786513338726,社科,36-45,男,50-100,0,2025-08-01
R60910,9786513338726,社科,26-35,男,50-100,1,2025-08-01
R89641,9786513338726,社科,36-45,男,50-100,0,2025-08-01
R44123,9786513338726,社科,26-35,男,50-100,0,2025-08-01
R95381,9781781080132,社科,26-35,男,50-100,0,2025-08-01
R36816,9781781080132,社科,18-25,女,50-100,1,2025-08-01
R23989,9781781080132,社科,18-25,男,50-100,0,2025-08-01
R36233,9781781080132,社科,36-45,女,50-100,0,2025-08-01
R49139,9781781080132,社科,26-35,男,50-100,0,2025-08-01
R94912,9786026064746,社科,26-35,男,50-100,0,2025-08-01
R50619,9784309805009,社科,18-25,男,50-100,1,2025-08-01
R52907,9788121913619,科技,18-25,男,50-100,0,2025-08-01
R31660,9788121913619,科技,18-25,女,50-100,0,2025-08-01
R88215,9788121913619,科技,46-55,男,50-100,1,2025-08-01
R42573,9788121913619,科技,26-35,男,50-100,1,2025-08-01
R16557,9789985435346,科技,36-45,男,50-100,0,2025-08-01
R10001,9789985435346,科技,36-45,女,50-100,1,2025-08-01
R84463,9789985435346,科技,26-35,男,50-100,0,2025-08-01
R58241,9789985435346,科技,18-25,男,50-100,1,2025-08-01
R65465,9789985435346,科技,36-45,男,50-100,0,2025-08-01
R48989,9781079911838,科技,26-35,男,50-100,0,2025-08-01
R36825,9783542784980,科技,26-35,男,50-100,1,2025-08-01
R99368,9783542784980,科技,36-45,男,50-100,0,2025-08-01
R72456,9783542784980,科技,26-35,男,50-100,1,2025-08-01
R40776,9783542784980,科技,36-45,男,50-100,0,2025-08-01
R72878,9782411824493,科技,36-45,男,50-100,1,2025-08-01
R38242,9782411824493,科技,18-25,男,50-100,1,2025-08-01
R13918,9782411824493,科技,26-35,男,50-100,1,2025-08-01
R71040,9782411824493,科技,36-45,男,50-100,0,2025-08-01
R85597,9782411824493,科技,26-35,男,50-100,0,2025-08-01
R36568,9787401640052,科技,26-35,男,50-100,0,2025-08-01
R45646,9787401640052,科技,18-25,男,50-100,0,2025-08-01
R68718,9787401640052,科技,18-25,男,50-100,0,2025-08-01
R15783,9787401640052,科技,26-35,女,50-100,0,2025-08-01
R40345,9787868011280,科技,18-25,男,50-100,0,2025-08-01
R47554,9787868011280,科技,26-35,男,50-100,0,2025-08-01
R69802,9787868011280,科技,36-45,男,50-100,0,2025-08-01
R58924,9787868011280,科技,46-55,女,50-100,0,2025-08-01
R63346,9780450533158,科技,26-35,男,100+,1,2025-08-01
R71274,9780450533158,科技,26-35,男,100+,0,2025-08-01
R29350,9780450533158,科技,26-35,男,100+,0,2025-08-01
R57229,9783226025634,科技,18-25,男,50-100,0,2025-08-01
R43187,9783226025634,科技,36-45,男,50-100,0,2025-08-01
R57011,9783226025634,科技,36-45,男,50-100,0,2025-08-01
R80675,9783226025634,科技,26-35,男,50-100,0,2025-08-01
R88484,9780733754330,科技,18-25,男,50-100,1,2025-08-01
R30896,9780733754330,科技,36-45,男,50-100,0,2025-08-01
R20714,9781458685014,少儿,26-35,女,20-50,0,2025-08-01
R75717,9781458685014,少儿,36-45,女,20-50,0,2025-08-01
R85427,9781458685014,少儿,26-35,女,20-50,1,2025-08-01
R97115,9781458685014,少儿,36-45,男,20-50,0,2025-08-01
R58932,9789655698169,少儿,26-35,女,20-50,0,2025-08-01
R96100,9789655698169,少儿,18-25,女,20-50,0,2025-08-01
R56023,9789655698169,少儿,36-45,男,20-50,0,2025-08-01
R30408,9788835615951,少儿,26-35,女,50-100,0,2025-08-01
R34684,9788835615951,少儿,26-35,女,50-100,0,2025-08-01
R76127,9788835615951,少儿,18-25,男,50-100,0,2025-08-01
R19464,9788835615951,少儿,26-35,女,50-100,0,2025-08-01
R81036,9786564823662,少儿,26-35,男,50-100,0,2025-08-01
R35035,9786564823662,少儿,26-35,女,50-100,1,2025-08-01
R18784,9780443699577,少儿,26-35,男,20-50,1,2025-08-01
R11385,9782148951343,少儿,46-55,男,50-100,0,2025-08-01
R60822,9782148951343,少儿,36-45,女,50-100,0,2025-08-01
R91167,9782148951343,少儿,36-45,男,50-100,0,2025-08-01
R90583,9782148951343,少儿,36-45,女,50-100,0,2025-08-01
R14068,9783791769367,少儿,36-45,男,20-50,1,2025-08-01
R60299,9783791769367,少儿,26-35,男,20-50,0,2025-08-01
R65404,9783791769367,少儿,26-35,女,20-50,0,2025-08-01
R13581,9781632870831,少儿,26-35,女,20-50,0,2025-08-01
R21380,9781632870831,少儿,26-35,女,20-50,0,2025-08-01
R20874,9781632870831,少儿,46-55,男,20-50,1,2025-08-01
R92745,9781632870831,少儿,26-35,男,20-50,0,2025-08-01
R14501,9787986872774,少儿,36-45,女,50-100,0,2025-08-01
R69139,9787986872774,少儿,46-55,男,50-100,1,2025-08-01
R11349,9787986872774,少儿,46-55,男,50-100,0,2025-08-01
R98505,9787986872774,少儿,36-45,男,50-100,0,2025-08-01
R70709,9783471434558,少儿,36-45,女,20-50,1,2025-08-01
R80210,9783471434558,少儿,36-45,女,20-50,0,2025-08-01
R32795,9782316658760,教辅,18-25,女,20-50,0,2025-08-01
R31331,9782316658760,教辅,18-25,男,20-50,1,2025-08-01
R65932,9782316658760,教辅,26-35,男,20-50,1,2025-08-01
R20069,9782316658760,教辅,18-25,男,20-50,1,2025-08-01
R59377,9789096705466,教辅,36-45,女,50-100,1,2025-08-01
R54573,9789096705466,教辅,18-25,女,50-100,0,2025-08-01
R25216,9784670656272,教辅,26-35,男,50-100,1,2025-08-01
R89325,9784670656272,教辅,36-45,女,50-100,0,2025-08-01
R58060,9784670656272,教辅,26-35,男,50-100,0,2025-08-01
R78835,9784670656272,教辅,18-25,女,50-100,0,2025-08-01
R46556,9789016272046,教辅,18-25,男,50-100,0,2025-08-01
R97123,9786464170805,教辅,36-45,女,20-50,1,2025-08-01
R41880,9786464170805,教辅,26-35,女,20-50,0,2025-08-01
R25861,9786464170805,教辅,36-45,女,20-50,1,2025-08-01
R96489,9780330923271,教辅,18-25,男,50-100,0,2025-08-01
R44472,9780330923271,教辅,18-25,男,50-100,0,2025-08-01
R96017,9780330923271,教辅,18-25,男,50-100,1,2025-08-01
R83356,9780330923271,教辅,46-55,男,50-100,1,2025-08-01
R11467,9784529912419,教辅,26-35,男,20-50,1,2025-08-01
R11594,9784529912419,教辅,46-55,女,20-50,1,2025-08-01
R86752,9784529912419,教辅,18-25,女,20-50,0,2025-08-01
R27964,9784529912419,教辅,18-25,女,20-50,1,2025-08-01
R97036,9783193149190,教辅,36-45,男,50-100,0,2025-08-01
R22982,9783193149190,教辅,26-35,男,50-100,1,2025-08-01
R76829,9788506716572,教辅,26-35,女,50-100,1,2025-08-01
R72611,9788506716572,教辅,26-35,女,50-100,0,2025-08-01
R92001,9786945314737,教辅,26-35,女,50-100,1,2025-08-01
R44402,9786945314737,教辅,36-45,女,50-100,0,2025-08-01
R15624,9786945314737,教辅,26-35,男,50-100,0,2025-08-01
R13626,9786945314737,教辅,26-35,女,50-100,1,2025-08-01
R39454,9781043321819,文学,26-35,女,20-50,0,2025-08-01
R90595,9781043321819,文学,26-35,女,20-50,0,2025-08-01
R63284,9781043321819,文学,26-35,男,20-50,0,2025-08-01
R30615,9781043321819,文学,36-45,男,20-50,1,2025-08-01
R75160,9781043321819,文学,26-35,女,20-50,0,2025-08-01
R21120,9783890838637,文学,26-35,女,20-50,0,2025-08-01
R94069,9783890838637,文学,55+,男,20-50,1,2025-08-01
R46809,9783890838637,文学,36-45,女,20-50,0,2025-08-01
R54758,9783890838637,文学,18-25,女,20-50,0,2025-08-01
R52872,9783890838637,文学,18-25,女,20-50,0,2025-08-01
R87274,9786542351161,文学,18-25,男,20-50,0,2025-08-01
R89325,9786542351161,文学,18-25,女,20-50,0,2025-08-01
R27991,9786542351161,文学,36-45,女,20-50,0,2025-08-01
R74182,9786542351161,文学,26-35,男,20-50,0,2025-08-01
R45553,9780781618495,文学,26-35,女,20-50,0,2025-08-01
R39863,9780781618495,文学,36-45,男,20-50,0,2025-08-01
R41380,9780781618495,文学,55+,男,20-50,0,2025-08-01
R77852,9783413164752,文学,55+,男,20-50,0,2025-08-01
R88349,9783413164752,文学,26-35,女,20-50,0,2025-08-01
R90354,9783413164752,文学,36-45,女,20-50,0,2025-08-01
R81142,9781928327648,文学,36-45,女,20-50,0,2025-08-01
R70645,9781928327648,文学,26-35,女,20-50,0,2025-08-01
R48202,9781928327648,文学,26-35,女,20-50,0,2025-08-01
R59151,9780564139537,文学,18-25,男,20-50,1,2025-08-01
R45486,9780564139537,文学,18-25,女,20-50,0,2025-08-01
R54747,9780564139537,文学,36-45,女,20-50,1,2025-08-01
R43100,9780564139537,文学,36-45,男,20-50,1,2025-08-01
R43398,9782388496965,文学,46-55,女,20-50,0,2025-08-01
R82174,9782388496965,文学,26-35,女,20-50,0,2025-08-01
R66060,9780122691669,文学,26-35,女,50-100,0,2025-08-01
R51044,9781845146270,文学,18-25,男,50-100,1,2025-08-01
R57360,9781845146270,文学,36-45,女,50-100,0,2025-08-01
R15378,9781845146270,文学,55+,女,50-100,0,2025-08-01
R81891,9781845146270,文学,46-55,女,50-100,0,2025-08-01
R36855,9781489325288,社科,36-45,女,50-100,1,2025-08-01
R17848,9781489325288,社科,36-45,男,50-100,1,2025-08-01
R91836,9781489325288,社科,26-35,女,50-100,0,2025-08-01
R41546,9781489325288,社科,26-35,男,50-100,0,2025-08-01
R40980,9781543039117,社科,36-45,男,50-100,1,2025-08-01
R51512,9781543039117,社科,26-35,男,50-100,0,2025-08-01
R60236,9781543039117,社科,36-45,男,50-100,0,2025-08-01
R45353,9787824896383,社科,36-45,男,50-100,0,2025-08-01
R42269,9787824896383,社科,18-25,女,50-100,0,2025-08-01
R70228,9787824896383,社科,26-35,女,50-100,0,2025-08-01
R38880,9787824896383,社科,36-45,女,50-100,0,2025-08-01
R97970,9787824896383,社科,36-45,男,50-100,0,2025-08-01
R23155,9788713315098,社科,26-35,女,20-50,0,2025-08-01
R68213,9788713315098,社科,36-45,男,20-50,0,2025-08-01
R13018,9780310518347,社科,18-25,女,20-50,0,2025-08-01
R98252,9780310518347,社科,26-35,女,20-50,0,2025-08-01
R78673,9780310518347,社科,18-25,男,20-50,0,2025-08-01
R76526,9780310518347,社科,26-35,男,20-50,0,2025-08-01
R88768,9787631165667,社科,36-45,女,50-100,0,2025-08-01
R38564,9786513338726,社科,18-25,女,20-50,0,2025-08-01
R42606,9786513338726,社科,36-45,男,20-50,0,2025-08-01
R13181,9781781080132,社科,36-45,男,20-50,0,2025-08-01
R94603,9781781080132,社科,26-35,女,20-50,0,2025-08-01
R12867,9781781080132,社科,55+,男,20-50,0,2025-08-01
R59934,9781781080132,社科,26-35,男,20-50,1,2025-08-01
R67325,9786026064746,社科,26-35,男,50-100,0,2025-08-01
R72721,9784309805009,社科,36-45,男,50-100,1,2025-08-01
R86741,9784309805009,社科,46-55,女,50-100,0,2025-08-01
R35652,9784309805009,社科,36-45,男,50-100,0,2025-08-01
R21792,9788121913619,科技,26-35,男,50-100,0,2025-08-01
R90668,9788121913619,科技,36-45,男,50-100,0,2025-08-01
R69388,9789985435346,科技,18-25,男,50-100,1,2025-08-01
R67133,9789985435346,科技,55+,男,50-100,1,2025-08-01
R40027,9789985435346,科技,18-25,男,50-100,0,2025-08-01
R91388,9781079911838,科技,26-35,男,50-100,1,2025-08-01
R65478,9783542784980,科技,36-45,男,50-100,0,2025-08-01
R35609,9783542784980,科技,18-25,男,50-100,0,2025-08-01
R23305,9783542784980,科技,26-35,男,50-100,1,2025-08-01
R79986,9783542784980,科技,26-35,男,50-100,1,2025-08-01
R79947,9782411824493,科技,18-25,男,50-100,0,2025-08-01
R11146,9782411824493,科技,26-35,男,50-100,1,2025-08-01
R75655,9787401640052,科技,18-25,男,50-100,0,2025-08-01
R30435,9787868011280,科技,18-25,男,50-100,0,2025-08-01
R89818,9787868011280,科技,18-25,男,50-100,0,2025-08-01
R46605,9787868011280,科技,26-35,男,50-100,0,2025-08-01
R24401,9787868011280,科技,26-35,男,50-100,0,2025-08-01
R27813,9780450533158,科技,36-45,女,50-100,1,2025-08-01
R74219,9780450533158,科技,18-25,男,50-100,0,2025-08-01
R80971,9780450533158,科技,36-45,男,50-100,0,2025-08-01
R71160,9780450533158,科技,26-35,男,50-100,0,2025-08-01
R63110,9783226025634,科技,18-25,男,50-100,0,2025-08-01
R63435,9783226025634,科技,26-35,男,50-100,1,2025-08-01
R26546,9783226025634,科技,26-35,女,50-100,0,2025-08-01
R88616,9783226025634,科技,18-25,男,50-100,0,2025-08-01
